2024-09-13 14:59:23,30.6,34.0,215
2024-09-13 14:59:47,28.3,33.0,231
2024-09-13 14:59:56,28.7,33.0,234
2024-09-13 15:00:05,29.1,34.0,223
2024-09-13 15:08:34,28.3,32.0,298
2024-09-13 15:08:42,27.5,31.0,296
2024-09-13 15:09:04,27.4,31.0,296
2024-09-13 15:10:32,28.5,31.0,317
2024-09-13 15:11:04,27.7,30.0,306
2024-09-13 15:11:13,31.2,33.0,299
2024-09-13 15:11:22,30.7,32.0,310
2024-09-13 15:11:30,28.7,31.0,310
2024-09-13 15:11:38,28.8,31.0,309
2024-09-13 15:42:32,29.3,29.0,281
2024-09-13 15:42:36,28.9,28.0,293
2024-09-13 15:42:40,29.8,29.0,303
2024-09-13 15:42:44,29.5,29.0,292
2024-09-13 15:42:48,29.8,30.0,286
2024-09-13 15:42:52,29.5,30.0,293
2024-09-13 15:42:56,29.9,30.0,297
2024-09-13 15:43:01,29.6,30.0,284
2024-09-13 15:43:05,28.9,29.0,294
2024-09-13 15:43:09,28.7,29.0,290
2024-09-13 15:43:13,28.7,29.0,290
2024-09-13 15:43:17,28.3,29.0,297
2024-09-13 15:43:21,29.0,30.0,281
2024-09-13 15:43:25,28.3,29.0,287
2024-09-13 15:43:31,28.6,29.0,288
2024-09-13 15:43:35,29.1,30.0,278
2024-09-13 15:43:39,29.3,31.0,280
2024-09-13 15:43:43,31.3,32.0,284
2024-09-13 15:43:47,30.5,31.0,290
2024-09-13 15:43:51,29.7,31.0,297
2024-09-13 15:43:55,28.7,30.0,296
2024-09-13 15:43:59,28.2,30.0,298
2024-09-13 15:44:03,28.0,30.0,294
2024-09-13 15:44:07,28.5,30.0,297
2024-09-13 15:44:11,27.6,28.0,293
2024-09-13 15:44:15,28.4,29.0,297
2024-09-13 15:44:19,28.7,29.0,295
2024-09-13 15:44:23,28.6,29.0,289
2024-09-13 15:44:27,30.5,31.0,289
2024-09-13 15:44:32,30.0,31.0,290
2024-09-13 15:44:38,29.3,31.0,284
2024-09-13 15:44:42,28.0,30.0,292
2024-09-13 15:44:46,27.9,29.0,293
2024-09-13 15:44:50,28.0,30.0,294
2024-09-13 15:44:54,27.9,29.0,282
2024-09-13 15:44:58,28.5,30.0,281
2024-09-13 15:45:02,29.7,31.0,279
2024-09-13 15:45:06,30.3,31.0,275
2024-09-13 15:45:10,30.2,31.0,285
2024-09-13 15:45:14,28.9,30.0,283
2024-09-13 15:45:19,28.1,30.0,282
2024-09-13 15:45:23,27.7,29.0,278
2024-09-13 15:45:27,28.6,30.0,274
2024-09-13 15:45:31,28.6,31.0,282
2024-09-13 15:45:35,29.2,31.0,274
2024-09-13 15:45:39,30.2,31.0,278
2024-09-13 15:45:43,29.0,31.0,288
2024-09-13 15:45:51,28.2,30.0,294
2024-09-13 15:45:55,29.5,31.0,285
2024-09-13 15:45:59,27.2,29.0,282
2024-09-13 15:46:03,26.5,29.0,275
2024-09-13 15:46:07,28.5,30.0,282
2024-09-13 15:46:11,29.5,30.0,278
2024-09-13 15:46:16,28.7,30.0,277
2024-09-13 15:46:20,27.8,29.0,281
2024-09-13 15:46:24,29.7,31.0,275
2024-09-13 15:46:28,29.5,30.0,282
2024-09-13 15:46:32,29.5,31.0,288
2024-09-13 15:46:36,30.5,31.0,286
2024-09-13 15:46:40,28.5,30.0,286
2024-09-13 15:46:44,27.9,29.0,285
2024-09-13 15:50:40,30.0,31.0,292
2024-09-13 15:50:44,28.0,30.0,293
2024-09-13 15:50:48,27.9,29.0,293
2024-09-13 15:50:54,29.9,31.0,294
2024-09-13 15:50:58,28.9,30.0,295
2024-09-13 15:51:02,28.6,30.0,295
2024-09-13 15:51:06,27.7,29.0,287
2024-09-13 15:51:10,29.5,31.0,278
2024-09-13 15:51:14,31.3,33.0,280
2024-09-13 15:51:18,31.0,33.0,286
2024-09-13 15:51:22,29.6,32.0,278
2024-09-13 15:51:26,30.2,32.0,286
2024-09-13 15:51:30,30.5,32.0,296
2024-09-13 15:51:34,30.0,32.0,290
2024-09-13 15:51:38,29.6,31.0,285
2024-09-13 15:51:42,29.3,31.0,296
2024-09-13 15:51:46,29.5,31.0,303
2024-09-13 15:51:50,30.6,31.0,302
2024-09-13 15:51:54,32.7,32.0,302
2024-09-13 15:51:58,30.0,31.0,299
2024-09-13 15:52:03,28.6,30.0,295
2024-09-13 15:52:07,27.7,29.0,298
2024-09-13 15:52:11,28.8,29.0,293
2024-09-13 15:52:16,28.8,29.0,266
2024-09-13 15:52:20,29.5,30.0,297
2024-09-13 15:52:24,27.7,29.0,289
2024-09-13 15:52:28,27.8,29.0,285
2024-09-13 15:52:32,29.6,31.0,295
2024-09-13 15:52:36,31.5,32.0,284
2024-09-13 16:03:29,28.0,28.0,265
2024-09-13 16:03:35,28.7,28.0,264
2024-09-13 16:03:39,29.8,29.0,261
2024-09-13 16:03:43,28.8,29.0,262
2024-09-13 16:03:47,27.2,28.0,268
2024-09-13 16:03:51,29.1,30.0,269
2024-09-13 16:03:55,28.9,29.0,270
2024-09-13 16:03:59,29.5,30.0,267
2024-09-13 16:04:03,28.6,29.0,261
2024-09-13 16:04:07,30.5,29.0,267
2024-09-13 16:04:11,30.7,30.0,269
2024-09-13 16:04:15,29.5,29.0,273
2024-09-13 16:04:19,29.0,29.0,274
2024-09-13 16:04:23,27.9,27.0,274
2024-09-13 16:04:28,28.7,28.0,265
2024-09-13 16:04:32,29.6,29.0,264
2024-09-13 16:04:36,29.7,29.0,267
2024-09-13 16:04:41,30.2,29.0,263
2024-09-13 16:04:45,29.1,29.0,268
2024-09-13 16:04:49,29.4,29.0,269
2024-09-13 16:04:53,28.2,28.0,272
2024-09-13 16:04:57,28.3,28.0,271
2024-09-13 16:05:01,28.9,28.0,272
2024-09-13 16:05:05,27.7,27.0,275
2024-09-13 16:05:09,29.1,30.0,271
2024-09-13 16:05:13,28.6,29.0,272
2024-09-13 16:05:18,29.2,30.0,270
2024-09-13 16:05:22,30.4,30.0,269
2024-09-13 16:05:26,30.5,29.0,267
2024-09-13 16:05:30,29.4,29.0,258
2024-09-13 16:05:34,29.3,29.0,270
2024-09-13 16:05:38,28.5,28.0,271
2024-09-13 16:05:44,28.1,28.0,271
2024-09-13 16:05:48,28.1,28.0,267
2024-09-13 16:05:52,28.0,28.0,265
2024-09-13 16:05:56,27.8,27.0,266
2024-09-13 16:06:00,28.6,28.0,271
2024-09-13 16:06:04,27.9,27.0,270
2024-09-13 16:06:08,29.0,29.0,270
2024-09-13 16:06:14,29.4,29.0,267
2024-09-13 16:06:18,29.5,30.0,267
2024-09-13 16:06:22,29.6,30.0,260
2024-09-13 16:06:26,30.5,29.0,261
2024-09-13 16:06:30,29.9,30.0,263
2024-09-13 16:06:34,29.1,29.0,269
2024-09-13 16:06:38,29.1,30.0,270
2024-09-13 16:06:42,28.6,29.0,262
2024-09-13 16:06:46,27.6,28.0,270
2024-09-13 16:06:50,29.0,30.0,259
2024-09-13 16:06:54,29.0,30.0,268
2024-09-13 16:06:58,29.0,29.0,262
2024-09-13 16:07:02,29.6,29.0,270
2024-09-13 16:07:06,29.0,29.0,260
2024-09-13 16:07:10,30.2,30.0,261
2024-09-13 16:07:14,30.6,30.0,263
2024-09-13 16:07:19,29.3,30.0,268
2024-09-13 16:07:23,29.1,30.0,270
2024-09-13 16:07:28,28.5,29.0,270
2024-09-13 16:07:32,29.0,30.0,264
2024-09-13 16:07:36,27.6,28.0,263
2024-09-13 16:07:40,27.7,28.0,266
2024-09-13 16:07:44,30.9,30.0,266
2024-09-13 16:07:48,29.5,30.0,266
2024-09-13 16:07:52,29.2,30.0,264
2024-09-13 16:07:56,31.3,31.0,271
2024-09-13 16:08:00,29.3,31.0,268
2024-09-13 16:08:04,27.7,29.0,262
2024-09-13 16:08:10,28.6,30.0,268
2024-09-13 16:08:14,29.4,31.0,265
2024-09-13 16:08:18,29.1,31.0,261
2024-09-13 16:08:22,29.9,30.0,265
2024-09-13 16:08:26,30.2,30.0,261
2024-09-13 16:08:30,32.5,31.0,265
2024-09-13 16:08:34,30.7,30.0,267
2024-09-13 16:08:39,31.3,31.0,275
2024-09-13 16:08:43,28.2,29.0,277
2024-09-13 16:08:47,28.2,29.0,267
2024-09-13 16:08:51,27.7,28.0,270
2024-09-13 16:08:55,28.1,29.0,273
2024-09-13 16:08:59,28.7,29.0,271
2024-09-13 16:09:05,28.5,29.0,269
2024-09-13 16:09:09,28.1,29.0,276
2024-09-13 16:09:13,30.7,29.0,264
2024-09-13 16:09:17,29.7,30.0,272
2024-09-13 16:09:21,29.3,30.0,275
2024-09-13 16:09:25,28.7,29.0,268
2024-09-13 16:09:29,29.1,30.0,270
